학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000009085,일산중학교,중학교,1985-03-13,공립,본교,운영,울산광역시 동구 일산동 437-3,울산광역시 동구 진성15길 15 (일산동. 일산중학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.50603526,129.4229189,2018-09-10,B090027,한국교육개발원
B000009081,화진중학교,중학교,1980-03-05,공립,본교,운영,울산광역시 동구 화정동 828,울산광역시 동구 양지1길 45 (화정동. 화진중학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.49693663,129.4221203,2018-09-10,B090027,한국교육개발원
B000011667,호남원예고등학교,고등학교,1947-10-10,공립,본교,운영,전라남도 나주시 금천면 원곡리 253-1,전라남도 나주시 금천면 영산로 5691. 호남원예고등학교 (금천면),8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2018-08-22,35.0369986,126.7507713,2018-09-10,B090027,한국교육개발원
B000011398,경북공업고등학교,고등학교,1955-04-20,사립,본교,운영,대구광역시 중구 남산동 2380-5,대구광역시 중구 남산로 20 (남산동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.85818735,128.5838336,2018-09-10,B090027,한국교육개발원
B000011399,대구공업고등학교,고등학교,1925-04-01,공립,본교,운영,대구광역시 동구 신암동 811,대구광역시 동구 대현로 135 (신암동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.88311916,128.6142042,2018-09-10,B090027,한국교육개발원
B000011404,대구서부공업고등학교,고등학교,1997-03-07,공립,본교,운영,대구광역시 서구 내당동 456-1,대구광역시 서구 당산로 228(내당동. 서부공업고등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.8572904,128.5483577,2018-09-10,B090027,한국교육개발원
B000011406,경북여자상업고등학교,고등학교,1961-03-24,사립,본교,운영,대구광역시 남구 대명동 1804-2,대구광역시 남구 명덕로38길 36경상북도여자상업고등학교 (대명동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.8551658,128.5883692,2018-09-10,B090027,한국교육개발원
B000011913,거제공업고등학교,고등학교,1969-03-02,공립,본교,운영,경상남도 거제시 고현동 920-2,경상남도 거제시 계룡로11길 63. (고현동.거제공업고등학교) (고현동),9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2018-08-22,34.88206751,128.614492,2018-09-10,B090027,한국교육개발원
B000012007,광영여자고등학교,고등학교,1985-03-06,사립,본교,운영,서울특별시 양천구 신월동 43-3,서울특별시 양천구 남부순환로30길 17. 광영여자고등학교 (신월동),7010000,서울특별시교육청,7081000,서울특별시강서양천교육지원청,2013-11-29,2018-08-22,37.53757548,126.8232464,2018-09-10,B090027,한국교육개발원
B000012319,광주인성고등학교,고등학교,1973-06-20,사립,본교,운영,광주광역시 남구 송하동 492-28,광주광역시 남구 서문대로 390. 광주인성고등학교 (송하동 4-15),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2018-08-22,35.10283513,126.8819879,2018-09-10,B090027,한국교육개발원
B000011974,재현고등학교,고등학교,1978-03-03,사립,본교,운영,서울특별시 노원구 중계동 129-2,서울특별시 노원구 덕릉로 82길 64. 재현고등학교 (중계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2018-08-22,37.660214,127.0796775,2018-09-10,B090027,한국교육개발원
B000012179,청구고등학교,고등학교,1963-12-14,사립,본교,운영,대구광역시 동구 신천동 850-6,대구광역시 동구 국채보상로 827 (신천동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.86841193,128.6202639,2018-09-10,B090027,한국교육개발원
B000005003,상평초등학교현서분교장,초등학교,1942-09-20,공립,분교,운영,강원도 양양군 서면 서림리 74-1,강원도 양양군 서면 구룡령로 2115(서면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2018-08-22,37.98772697,128.5297859,2018-09-10,B090027,한국교육개발원
B000012128,배정고등학교,고등학교,1955-02-24,사립,본교,운영,부산광역시 남구 문현동 985-26,부산광역시 남구 장고개로 85번길 14-16 (문현동.배정고등학교),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2018-08-22,35.13272169,129.0679652,2018-09-10,B090027,한국교육개발원
B000004990,상평초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 양양군 서면 상평리 18,강원도 양양군 서면 물윗구미길 25(서면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2018-08-22,38.07337312,128.5863074,2018-09-10,B090027,한국교육개발원
B000004997,인구초등학교,초등학교,1922-05-10,공립,본교,운영,강원도 양양군 현남면 인구리 27-2,강원도 양양군 현남면 해송천로 10(현남면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2018-08-22,37.96765264,128.7584842,2018-09-10,B090027,한국교육개발원
B000012251,인천만수고등학교,고등학교,2008-03-03,공립,본교,운영,인천광역시 남동구 만수동 605-5,인천광역시 남동구 장승로 91 (만수동),7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2018-08-22,37.44709898,126.7425368,2018-09-10,B090027,한국교육개발원
B000012254,인천남동고등학교,고등학교,2008-03-01,공립,본교,운영,인천광역시 남동구 논현동 588-1,인천광역시 남동구 은봉로 283. 인천남동고등학교 (논현동),7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2018-08-22,37.40570279,126.7218959,2018-09-10,B090027,한국교육개발원
B000004784,외북초등학교,초등학교,1946-12-01,공립,본교,운영,경기도 포천시 신북면 계류리 54-3,경기도 포천시 신북면 포천로 2199(신북면.외북초교),7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2018-08-22,37.94656256,127.1874841,2018-09-10,B090027,한국교육개발원
B000011362,부산디지털고등학교,고등학교,1954-03-24,사립,본교,운영,부산광역시 중구 영주동 446-2,부산광역시 중구 망양로 356 (영주동),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2018-08-22,35.10871851,129.0321157,2018-09-10,B090027,한국교육개발원
B000011367,부산영상예술고등학교,고등학교,1955-04-25,공립,본교,운영,부산광역시 영도구 신선동3가 71-1,부산광역시 영도구 영상길 100. 부산영상예술고등학교 (신선동3가),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2018-08-22,35.0847953,129.0451593,2018-09-10,B090027,한국교육개발원
B000004780,영평초등학교,초등학교,1910-09-01,공립,본교,운영,경기도 포천시 영중면 영평리 240,경기도 포천시 영중면 전영로 1429. 5 영평초등학교 (영중면),7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2018-08-22,38.01608841,127.2175359,2018-09-10,B090027,한국교육개발원
B000004915,모산초등학교,초등학교,1941-09-28,공립,본교,운영,강원도 강릉시 장현동 43-2,강원도 강릉시 모산로224번길 3(장현동),7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2018-08-22,37.73139845,128.9015952,2018-09-10,B090027,한국교육개발원
B000011805,수도전기공업고등학교,고등학교,1924-03-02,사립,본교,운영,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410. 수도전기공업고등학교 (개포동),7010000,서울특별시교육청,7091000,서울특별시강남서초교육지원청,2013-11-29,2018-08-22,37.48609632,127.0638047,2018-09-10,B090027,한국교육개발원
B000011808,부산해사고등학교,고등학교,1978-03-27,국립,본교,운영,부산광역시 영도구 동삼동 1167,부산광역시 영도구 해양로 425 (동삼동),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2018-08-22,35.07390772,129.0782286,2018-09-10,B090027,한국교육개발원
B000011813,부산국제외국어고등학교,고등학교,2004-03-01,사립,본교,운영,부산광역시 해운대구 우동 1025-127,부산광역시 해운대구 해운대로469번길 50-1(우동. 부산국제외국어고등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2018-08-22,35.16566125,129.1447463,2018-09-10,B090027,한국교육개발원
B000012085,정신여자고등학교,고등학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16. 정신여자고등학교 (잠실동),7010000,서울특별시교육청,7071000,서울특별시강동송파교육지원청,2013-11-29,2018-08-22,37.50875542,127.0717962,2018-09-10,B090027,한국교육개발원
B000012120,동인고등학교,고등학교,1974-03-05,사립,본교,운영,부산광역시 동래구 사직동 981-90,부산광역시 동래구 쇠미로 31번길 34 (사직동. 동인고등학교),7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2018-08-22,35.1977784,129.050703,2018-09-10,B090027,한국교육개발원
B000012123,사직여자고등학교,고등학교,1986-04-29,사립,본교,운영,부산광역시 동래구 사직동 981-1,부산광역시 동래구 쇠미로 27번길 21. 사직여자고등학교 (사직동),7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2018-08-22,35.19665821,129.0520547,2018-09-10,B090027,한국교육개발원
B000010756,복주여자중학교,중학교,1981-12-08,공립,본교,운영,경상북도 안동시 당북동 333-1,경상북도 안동시 안기천로 58 (당북동. 복주여자중학교),8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2018-08-22,36.56217669,128.7177013,2018-09-10,B090027,한국교육개발원
B000010761,풍산중학교,중학교,1947-09-16,사립,본교,운영,경상북도 안동시 풍산읍 안교리 320,경상북도 안동시 풍산읍 풍산중앙길 39. 풍산중학교 (풍산읍),8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2018-08-22,36.58355604,128.5651305,2018-09-10,B090027,한국교육개발원
B000012216,영남고등학교,고등학교,1951-08-31,사립,본교,운영,대구광역시 달서구 상인동 70,대구광역시 달서구 월곡로 300. 영남고등학교 (상인동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.82082239,128.5375711,2018-09-10,B090027,한국교육개발원
B000012217,경원고등학교,고등학교,1976-03-01,사립,본교,운영,대구광역시 달서구 용산동 6,대구광역시 달서구 새방로 77 (용산동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.86609057,128.5245091,2018-09-10,B090027,한국교육개발원
B000012218,송현여자고등학교,고등학교,1980-03-01,사립,본교,운영,대구광역시 달서구 송현동 540,대구광역시 달서구 송현로 156. 송현여자고등학교 (송현동. 송현여자중.고등학교),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.83150384,128.545741,2018-09-10,B090027,한국교육개발원
B000012314,풍암고등학교,고등학교,2003-03-03,공립,본교,운영,광주광역시 서구 풍암동 1006,광주광역시 서구 풍암신흥로39번길 20. 풍암고등학교 (풍암동),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2018-08-22,35.12252364,126.8676352,2018-09-10,B090027,한국교육개발원
B000012297,강화여자고등학교,고등학교,1955-03-25,공립,본교,운영,인천광역시 강화군 강화읍 관청리 794-1,인천광역시 강화군 강화읍 송악길 58 (강화읍),7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2018-08-22,37.75418046,126.478545,2018-09-10,B090027,한국교육개발원
B000002117,서울한남초등학교,초등학교,1906-09-23,공립,본교,운영,서울특별시 용산구 한남동 726-1,서울특별시 용산구 한남대로 112서울한남초등학교 (한남동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2018-08-22,37.5393989,127.0049096,2018-09-10,B090027,한국교육개발원
B000012734,삼광고등학교,고등학교,1982-03-02,사립,본교,운영,경기도 파주시 적성면 식현리 284,경기도 파주시 적성면 청송로 701(적성면.삼광고등학교),7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2018-08-22,37.94503767,126.885444,2018-09-10,B090027,한국교육개발원
B000012738,동두천고등학교,고등학교,1963-03-01,사립,본교,운영,경기도 동두천시 생연동 451,경기도 동두천시 평화로 2434번길 8(생연동. 동두천고등학교),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2018-08-22,37.90490474,127.0589599,2018-09-10,B090027,한국교육개발원
